Mod:Item:MetaData, Localized Name
gregtech:compressed_13:5, Block of Trona
gregtech:compressed_13:6, Block of Barite
gregtech:compressed_13:7, Block of Gypsum
gregtech:compressed_13:8, Block of Alunite
gregtech:compressed_13:9, Block of Dolomite
gregtech:compressed_13:10, Block of Wollastonite
gregtech:compressed_13:11, Block of Zeolite
gregtech:compressed_13:12, Block of Kyanite
gregtech:compressed_13:13, Block of Kaolinite
gregtech:compressed_13:14, Block of Talc
gregtech:compressed_13:15, Block of Soapstone
gregtech:frame_1:0, Europium Frame
gregtech:frame_1:1, Gadolinium Frame
gregtech:frame_1:2, Gallium Frame
gregtech:frame_1:3, Gold Frame
gregtech:frame_1:4, Holmium Frame
gregtech:frame_1:5, Indium Frame
gregtech:frame_1:6, Iridium Frame
gregtech:frame_1:7, Iron Frame
gregtech:frame_1:8, Lanthanum Frame
gregtech:frame_1:9, Lead Frame
gregtech:frame_1:10, Lithium Frame
gregtech:frame_1:11, Lutetium Frame
gregtech:frame_1:12, Magnesium Frame
gregtech:frame_1:13, Manganese Frame
gregtech:frame_1:14, Molybdenum Frame
gregtech:frame_1:15, Neodymium Frame
gregtech:frame_6:0, Red Steel Frame
gregtech:frame_6:1, Blue Steel Frame
gregtech:frame_6:2, Damascus Steel Frame
gregtech:frame_6:3, Tungstensteel Frame
gregtech:frame_6:4, Red Alloy Frame
gregtech:frame_6:5, Cobalt Brass Frame
gregtech:frame_6:6, Magnetic Iron Frame
gregtech:frame_6:7, Magnetic Steel Frame
gregtech:frame_6:8, Magnetic Neodymium Frame
gregtech:frame_6:9, Tungstencarbide Frame
gregtech:frame_6:10, Vanadiumsteel Frame
gregtech:frame_6:11, HSS-G Frame
gregtech:frame_6:12, HSS-E Frame
gregtech:frame_6:13, HSS-S Frame
gregtech:frame_6:14, Naquadah Frame
gregtech:frame_6:15, Naquadah Alloy Frame
gregtech:frame_3:0, Sodium Frame
gregtech:frame_3:1, Strontium Frame
gregtech:frame_3:2, Tantalum Frame
gregtech:frame_3:3, Tellurium Frame
gregtech:frame_3:4, Terbium Frame
gregtech:frame_3:5, Thorium Frame
gregtech:frame_3:6, Thulium Frame
gregtech:frame_3:7, Tin Frame
gregtech:frame_3:8, Titanium Frame
gregtech:frame_3:9, Tungsten Frame
gregtech:frame_3:10, Uranium 238 Frame
gregtech:frame_3:11, Uranium 235 Frame
gregtech:frame_3:12, Vanadium Frame
gregtech:frame_3:13, Yttrium Frame
gregtech:frame_3:14, Zinc Frame
gregtech:frame_3:15, Annealed Copper Frame
gregtech:frame_2:0, Darmstadtium Frame
gregtech:frame_2:1, Nickel Frame
gregtech:frame_2:2, Niobium Frame
gregtech:frame_2:3, Osmium Frame
gregtech:frame_2:4, Palladium Frame
gregtech:frame_2:5, Platinum Frame
gregtech:frame_2:6, Plutonium 244 Frame
gregtech:frame_2:7, Plutonium 241 Frame
gregtech:frame_2:8, Potassium Frame
gregtech:frame_2:9, Praseodymium Frame
gregtech:frame_2:10, Promethium Frame
gregtech:frame_2:11, Rubidium Frame
gregtech:frame_2:12, Samarium Frame
gregtech:frame_2:13, Scandium Frame
gregtech:frame_2:14, Silicon Frame
gregtech:frame_2:15, Silver Frame
gregtech:frame_5:0, Soldering Alloy Frame
gregtech:frame_5:1, Stainless Steel Frame
gregtech:frame_5:2, Steel Frame
gregtech:frame_5:3, Tin Alloy Frame
gregtech:frame_5:4, Ultimet Frame
gregtech:frame_5:5, Vanadium-Gallium Frame
gregtech:frame_5:6, Wrought Iron Frame
gregtech:frame_5:7, Yttrium Barium Cuprate Frame
gregtech:frame_5:8, Graphite Frame
gregtech:frame_5:9, Graphene Frame
gregtech:frame_5:10, Osmiridium Frame
gregtech:frame_5:11, Sterling Silver Frame
gregtech:frame_5:12, Rose Gold Frame
gregtech:frame_5:13, Black Bronze Frame
gregtech:frame_5:14, Bismuth Bronze Frame
gregtech:frame_5:15, Black Steel Frame
gregtech:frame_4:0, Battery Alloy Frame
gregtech:frame_4:1, Brass Frame
gregtech:frame_4:2, Bronze Frame
gregtech:frame_4:3, Cupronickel Frame
gregtech:frame_4:4, Electrum Frame
gregtech:frame_4:5, Invar Frame
gregtech:frame_4:6, Kanthal Frame
gregtech:frame_4:7, Magnalium Frame
gregtech:frame_4:8, Nichrome Frame
gregtech:frame_4:9, Niobium Nitride Frame
gregtech:frame_4:10, Niobium-Titanium Frame
gregtech:frame_4:11, Pig Iron Frame
gregtech:frame_4:12, Epoxid Frame
gregtech:frame_4:13, Polycaprolactam Frame
gregtech:frame_4:14, Polytetrafluoroethylene Frame
gregtech:frame_4:15, Rubber Frame
gregtech:frame_7:0, Enriched Naquadah Frame
gregtech:frame_7:1, Naquadria Frame
gregtech:frame_7:2, Tritanium Frame
gregtech:frame_7:3, Duranium Frame
gregtech:frame_7:4, Ytterbium Frame
gregtech:frame_0:0, Aluminium Frame
gregtech:frame_0:1, Americium Frame
gregtech:frame_0:2, Antimony Frame
gregtech:frame_0:3, Barium Frame
gregtech:frame_0:4, Beryllium Frame
gregtech:frame_0:5, Bismuth Frame
gregtech:frame_0:6, Caesium Frame
gregtech:frame_0:7, Calcium Frame
gregtech:frame_0:8, Carbon Frame
gregtech:frame_0:9, Cadmium Frame
gregtech:frame_0:10, Cerium Frame
gregtech:frame_0:11, Chrome Frame
gregtech:frame_0:12, Cobalt Frame
gregtech:frame_0:13, Copper Frame
gregtech:frame_0:14, Dysprosium Frame
gregtech:frame_0:15, Erbium Frame
gregtech:ore_tetrahedrite_0:0, Tetrahedrite Ore
gregtech:ore_tetrahedrite_0:1, Tetrahedrite Ore
gregtech:ore_tetrahedrite_0:2, Tetrahedrite Ore
gregtech:ore_tetrahedrite_0:3, Tetrahedrite Ore
gregtech:ore_tetrahedrite_0:4, Gravel Tetrahedrite Ore
gregtech:ore_tetrahedrite_0:5, Tetrahedrite Ore
gregtech:ore_tetrahedrite_0:6, Nether Tetrahedrite Ore
gregtech:ore_tetrahedrite_0:7, End Tetrahedrite Ore
gregtech:ore_tetrahedrite_0:8, Sand Tetrahedrite Ore
gregtech:ore_tetrahedrite_0:9, Sand Tetrahedrite Ore
gregtech:ore_tetrahedrite_0:10, Granite Tetrahedrite Ore
gregtech:ore_tetrahedrite_0:11, Granite Tetrahedrite Ore
gregtech:ore_tetrahedrite_0:12, Marble Tetrahedrite Ore
gregtech:ore_tetrahedrite_0:13, Basalt Tetrahedrite Ore
gregtech:ore_galena_0:0, Galena Ore
gregtech:ore_galena_0:1, Galena Ore
gregtech:ore_galena_0:2, Galena Ore
gregtech:ore_galena_0:3, Galena Ore
gregtech:ore_galena_0:4, Gravel Galena Ore
gregtech:ore_galena_0:5, Galena Ore
gregtech:ore_galena_0:6, Nether Galena Ore
gregtech:ore_galena_0:7, End Galena Ore
gregtech:ore_galena_0:8, Sand Galena Ore
gregtech:ore_galena_0:9, Sand Galena Ore
gregtech:ore_galena_0:10, Granite Galena Ore
gregtech:ore_galena_0:11, Granite Galena Ore
gregtech:ore_galena_0:12, Marble Galena Ore
gregtech:ore_galena_0:13, Basalt Galena Ore
gregtech:ore_emerald_0:0, Emerald Ore
gregtech:ore_emerald_0:1, Emerald Ore
gregtech:ore_emerald_0:2, Emerald Ore
gregtech:ore_emerald_0:3, Emerald Ore
gregtech:ore_emerald_0:4, Gravel Emerald Ore
gregtech:ore_emerald_0:5, Emerald Ore
gregtech:ore_emerald_0:6, Nether Emerald Ore
gregtech:ore_emerald_0:7, End Emerald Ore
gregtech:ore_emerald_0:8, Sand Emerald Ore
gregtech:ore_emerald_0:9, Sand Emerald Ore
gregtech:ore_emerald_0:10, Granite Emerald Ore
gregtech:ore_emerald_0:11, Granite Emerald Ore
gregtech:ore_emerald_0:12, Marble Emerald Ore
gregtech:ore_emerald_0:13, Basalt Emerald Ore
gregtech:ore_opal_0:0, Opal Ore
gregtech:ore_opal_0:1, Opal Ore
gregtech:ore_opal_0:2, Opal Ore
gregtech:ore_opal_0:3, Opal Ore
gregtech:ore_opal_0:4, Gravel Opal Ore
gregtech:ore_opal_0:5, Opal Ore
gregtech:ore_opal_0:6, Nether Opal Ore
gregtech:ore_opal_0:7, End Opal Ore
gregtech:ore_opal_0:8, Sand Opal Ore
gregtech:ore_opal_0:9, Sand Opal Ore
gregtech:ore_opal_0:10, Granite Opal Ore
gregtech:ore_opal_0:11, Granite Opal Ore
gregtech:ore_opal_0:12, Marble Opal Ore
gregtech:ore_opal_0:13, Basalt Opal Ore
gregtech:ore_redstone_0:0, Redstone Ore
gregtech:ore_redstone_0:1, Redstone Ore
gregtech:ore_redstone_0:2, Redstone Ore
gregtech:ore_redstone_0:3, Redstone Ore
gregtech:ore_redstone_0:4, Gravel Redstone Ore
gregtech:ore_redstone_0:5, Redstone Ore
gregtech:ore_redstone_0:6, Nether Redstone Ore
gregtech:ore_redstone_0:7, End Redstone Ore
gregtech:ore_redstone_0:8, Sand Redstone Ore
gregtech:ore_redstone_0:9, Sand Redstone Ore
gregtech:ore_redstone_0:10, Granite Redstone Ore
gregtech:ore_redstone_0:11, Granite Redstone Ore
gregtech:ore_redstone_0:12, Marble Redstone Ore
gregtech:ore_redstone_0:13, Basalt Redstone Ore
gregtech:ore_saltpeter_0:0, Saltpeter Ore
gregtech:ore_saltpeter_0:1, Saltpeter Ore
gregtech:ore_saltpeter_0:2, Saltpeter Ore
gregtech:ore_saltpeter_0:3, Saltpeter Ore
gregtech:ore_saltpeter_0:4, Gravel Saltpeter Ore
gregtech:ore_saltpeter_0:5, Saltpeter Ore
gregtech:ore_saltpeter_0:6, Nether Saltpeter Ore
gregtech:ore_saltpeter_0:7, End Saltpeter Ore
gregtech:ore_saltpeter_0:8, Sand Saltpeter Ore
gregtech:ore_saltpeter_0:9, Sand Saltpeter Ore
gregtech:ore_saltpeter_0:10, Granite Saltpeter Ore
gregtech:ore_saltpeter_0:11, Granite Saltpeter Ore
gregtech:ore_saltpeter_0:12, Marble Saltpeter Ore
gregtech:ore_saltpeter_0:13, Basalt Saltpeter Ore
gregtech:ore_bentonite_0:0, Bentonite Ore
gregtech:ore_bentonite_0:1, Bentonite Ore
gregtech:ore_bentonite_0:2, Bentonite Ore
gregtech:ore_bentonite_0:3, Bentonite Ore
gregtech:ore_bentonite_0:4, Gravel Bentonite Ore
gregtech:ore_bentonite_0:5, Bentonite Ore
gregtech:ore_bentonite_0:6, Nether Bentonite Ore
gregtech:ore_bentonite_0:7, End Bentonite Ore
gregtech:ore_bentonite_0:8, Sand Bentonite Ore
gregtech:ore_bentonite_0:9, Sand Bentonite Ore
gregtech:ore_bentonite_0:10, Granite Bentonite Ore
gregtech:ore_bentonite_0:11, Granite Bentonite Ore
gregtech:ore_bentonite_0:12, Marble Bentonite Ore
gregtech:ore_bentonite_0:13, Basalt Bentonite Ore
gregtech:ore_tungstate_0:0, Tungstate Ore
gregtech:ore_tungstate_0:1, Tungstate Ore
gregtech:ore_tungstate_0:2, Tungstate Ore
gregtech:ore_tungstate_0:3, Tungstate Ore
gregtech:ore_tungstate_0:4, Gravel Tungstate Ore
gregtech:ore_tungstate_0:5, Tungstate Ore
gregtech:ore_tungstate_0:6, Nether Tungstate Ore
gregtech:ore_tungstate_0:7, End Tungstate Ore
gregtech:ore_tungstate_0:8, Sand Tungstate Ore
gregtech:ore_tungstate_0:9, Sand Tungstate Ore
gregtech:ore_tungstate_0:10, Granite Tungstate Ore
gregtech:ore_tungstate_0:11, Granite Tungstate Ore
gregtech:ore_tungstate_0:12, Marble Tungstate Ore
gregtech:ore_tungstate_0:13, Basalt Tungstate Ore
gregtech:ore_sapphire_0:0, Sapphire Ore
gregtech:ore_sapphire_0:1, Sapphire Ore
gregtech:ore_sapphire_0:2, Sapphire Ore
gregtech:ore_sapphire_0:3, Sapphire Ore
gregtech:ore_sapphire_0:4, Gravel Sapphire Ore
gregtech:ore_sapphire_0:5, Sapphire Ore
gregtech:ore_sapphire_0:6, Nether Sapphire Ore
gregtech:ore_sapphire_0:7, End Sapphire Ore
gregtech:ore_sapphire_0:8, Sand Sapphire Ore
gregtech:ore_sapphire_0:9, Sand Sapphire Ore
gregtech:ore_sapphire_0:10, Granite Sapphire Ore
gregtech:ore_sapphire_0:11, Granite Sapphire Ore
gregtech:ore_sapphire_0:12, Marble Sapphire Ore
gregtech:ore_sapphire_0:13, Basalt Sapphire Ore
gregtech:ore_tantalite_0:0, Tantalite Ore
gregtech:ore_tantalite_0:1, Tantalite Ore
gregtech:ore_tantalite_0:2, Tantalite Ore
gregtech:ore_tantalite_0:3, Tantalite Ore
gregtech:ore_tantalite_0:4, Gravel Tantalite Ore
gregtech:ore_tantalite_0:5, Tantalite Ore
gregtech:ore_tantalite_0:6, Nether Tantalite Ore
gregtech:ore_tantalite_0:7, End Tantalite Ore
gregtech:ore_tantalite_0:8, Sand Tantalite Ore
gregtech:ore_tantalite_0:9, Sand Tantalite Ore
gregtech:ore_tantalite_0:10, Granite Tantalite Ore
gregtech:ore_tantalite_0:11, Granite Tantalite Ore
gregtech:ore_tantalite_0:12, Marble Tantalite Ore
gregtech:ore_tantalite_0:13, Basalt Tantalite Ore
gregtech:ore_green_sapphire_0:0, Green Sapphire Ore
gregtech:ore_green_sapphire_0:1, Green Sapphire Ore
gregtech:ore_green_sapphire_0:2, Green Sapphire Ore
gregtech:ore_green_sapphire_0:3, Green Sapphire Ore
gregtech:ore_green_sapphire_0:4, Gravel Green Sapphire Ore
gregtech:ore_green_sapphire_0:5, Green Sapphire Ore
gregtech:ore_green_sapphire_0:6, Nether Green Sapphire Ore
gregtech:ore_green_sapphire_0:7, End Green Sapphire Ore
gregtech:ore_green_sapphire_0:8, Sand Green Sapphire Ore
gregtech:ore_green_sapphire_0:9, Sand Green Sapphire Ore
gregtech:ore_green_sapphire_0:10, Granite Green Sapphire Ore
gregtech:ore_green_sapphire_0:11, Granite Green Sapphire Ore
gregtech:ore_green_sapphire_0:12, Marble Green Sapphire Ore
gregtech:ore_green_sapphire_0:13, Basalt Green Sapphire Ore
gregtech:ore_naquadah_0:0, Naquadah Ore
gregtech:ore_naquadah_0:1, Naquadah Ore
gregtech:ore_naquadah_0:2, Naquadah Ore
gregtech:ore_naquadah_0:3, Naquadah Ore
gregtech:ore_naquadah_0:4, Gravel Naquadah Ore
gregtech:ore_naquadah_0:5, Naquadah Ore
gregtech:ore_naquadah_0:6, Nether Naquadah Ore
gregtech:ore_naquadah_0:7, End Naquadah Ore
gregtech:ore_naquadah_0:8, Sand Naquadah Ore
gregtech:ore_naquadah_0:9, Sand Naquadah Ore
gregtech:ore_naquadah_0:10, Granite Naquadah Ore
gregtech:ore_naquadah_0:11, Granite Naquadah Ore
gregtech:ore_naquadah_0:12, Marble Naquadah Ore
gregtech:ore_naquadah_0:13, Basalt Naquadah Ore
gregtech:ore_uranium235_0:0, Uranium 235 Ore
gregtech:ore_uranium235_0:1, Uranium 235 Ore
gregtech:ore_uranium235_0:2, Uranium 235 Ore
gregtech:ore_uranium235_0:3, Uranium 235 Ore
gregtech:ore_uranium235_0:4, Gravel Uranium 235 Ore
gregtech:ore_uranium235_0:5, Uranium 235 Ore
gregtech:ore_uranium235_0:6, Nether Uranium 235 Ore
gregtech:ore_uranium235_0:7, End Uranium 235 Ore
gregtech:ore_uranium235_0:8, Sand Uranium 235 Ore
gregtech:ore_uranium235_0:9, Sand Uranium 235 Ore
gregtech:ore_uranium235_0:10, Granite Uranium 235 Ore
gregtech:ore_uranium235_0:11, Granite Uranium 235 Ore
gregtech:ore_uranium235_0:12, Marble Uranium 235 Ore
gregtech:ore_uranium235_0:13, Basalt Uranium 235 Ore
gregtech:ore_uraninite_0:0, Uraninite Ore
gregtech:ore_uraninite_0:1, Uraninite Ore
gregtech:ore_uraninite_0:2, Uraninite Ore
gregtech:ore_uraninite_0:3, Uraninite Ore
gregtech:ore_uraninite_0:4, Gravel Uraninite Ore
gregtech:ore_uraninite_0:5, Uraninite Ore
gregtech:ore_uraninite_0:6, Nether Uraninite Ore
gregtech:ore_uraninite_0:7, End Uraninite Ore
gregtech:ore_uraninite_0:8, Sand Uraninite Ore
gregtech:ore_uraninite_0:9, Sand Uraninite Ore
gregtech:ore_uraninite_0:10, Granite Uraninite Ore
gregtech:ore_uraninite_0:11, Granite Uraninite Ore
gregtech:ore_uraninite_0:12, Marble Uraninite Ore
gregtech:ore_uraninite_0:13, Basalt Uraninite Ore
gregtech:ore_salt_0:0, Salt Ore
gregtech:ore_salt_0:1, Salt Ore
gregtech:ore_salt_0:2, Salt Ore
gregtech:ore_salt_0:3, Salt Ore
gregtech:ore_salt_0:4, Gravel Salt Ore
gregtech:ore_salt_0:5, Salt Ore
gregtech:ore_salt_0:6, Nether Salt Ore
gregtech:ore_salt_0:7, End Salt Ore
gregtech:ore_salt_0:8, Sand Salt Ore
gregtech:ore_salt_0:9, Sand Salt Ore
gregtech:ore_salt_0:10, Granite Salt Ore
gregtech:ore_salt_0:11, Granite Salt Ore
gregtech:ore_salt_0:12, Marble Salt Ore
gregtech:ore_salt_0:13, Basalt Salt Ore
gregtech:ore_vanadium_magnetite_0:0, Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:1, Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:2, Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:3, Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:4, Gravel Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:5, Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:6, Nether Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:7, End Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:8, Sand Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:9, Sand Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:10, Granite Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:11, Granite Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:12, Marble Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:13, Basalt Vanadium Magnetite Ore
gregtech:ore_apatite_0:0, Apatite Ore
gregtech:ore_apatite_0:1, Apatite Ore
gregtech:ore_apatite_0:2, Apatite Ore
gregtech:ore_apatite_0:3, Apatite Ore
gregtech:ore_apatite_0:4, Gravel Apatite Ore
gregtech:ore_apatite_0:5, Apatite Ore
gregtech:ore_apatite_0:6, Nether Apatite Ore
gregtech:ore_apatite_0:7, End Apatite Ore
gregtech:ore_apatite_0:8, Sand Apatite Ore
gregtech:ore_apatite_0:9, Sand Apatite Ore
gregtech:ore_apatite_0:10, Granite Apatite Ore
gregtech:ore_apatite_0:11, Granite Apatite Ore
gregtech:ore_apatite_0:12, Marble Apatite Ore
gregtech:ore_apatite_0:13, Basalt Apatite Ore
gregtech:ore_quartzite_0:0, Quartzite Ore
gregtech:ore_quartzite_0:1, Quartzite Ore
gregtech:ore_quartzite_0:2, Quartzite Ore
gregtech:ore_quartzite_0:3, Quartzite Ore
gregtech:ore_quartzite_0:4, Gravel Quartzite Ore
gregtech:ore_quartzite_0:5, Quartzite Ore
gregtech:ore_quartzite_0:6, Nether Quartzite Ore
gregtech:ore_quartzite_0:7, End Quartzite Ore
gregtech:ore_quartzite_0:8, Sand Quartzite Ore
gregtech:ore_quartzite_0:9, Sand Quartzite Ore
gregtech:ore_quartzite_0:10, Granite Quartzite Ore
gregtech:ore_quartzite_0:11, Granite Quartzite Ore
gregtech:ore_quartzite_0:12, Marble Quartzite Ore
gregtech:ore_quartzite_0:13, Basalt Quartzite Ore
gregtech:ore_brown_limonite_0:0, Brown Limonite Ore
gregtech:ore_brown_limonite_0:1, Brown Limonite Ore
gregtech:ore_brown_limonite_0:2, Brown Limonite Ore
gregtech:ore_brown_limonite_0:3, Brown Limonite Ore
gregtech:ore_brown_limonite_0:4, Gravel Brown Limonite Ore
gregtech:ore_brown_limonite_0:5, Brown Limonite Ore
gregtech:ore_brown_limonite_0:6, Nether Brown Limonite Ore
gregtech:ore_brown_limonite_0:7, End Brown Limonite Ore
gregtech:ore_brown_limonite_0:8, Sand Brown Limonite Ore
gregtech:ore_brown_limonite_0:9, Sand Brown Limonite Ore
gregtech:ore_brown_limonite_0:10, Granite Brown Limonite Ore
gregtech:ore_brown_limonite_0:11, Granite Brown Limonite Ore
gregtech:ore_brown_limonite_0:12, Marble Brown Limonite Ore
gregtech:ore_brown_limonite_0:13, Basalt Brown Limonite Ore
gregtech:ore_spodumene_0:0, Spodumene Ore
gregtech:ore_spodumene_0:1, Spodumene Ore
gregtech:ore_spodumene_0:2, Spodumene Ore
gregtech:ore_spodumene_0:3, Spodumene Ore
gregtech:ore_spodumene_0:4, Gravel Spodumene Ore
gregtech:ore_spodumene_0:5, Spodumene Ore
gregtech:ore_spodumene_0:6, Nether Spodumene Ore
gregtech:ore_spodumene_0:7, End Spodumene Ore
gregtech:ore_spodumene_0:8, Sand Spodumene Ore
gregtech:ore_spodumene_0:9, Sand Spodumene Ore
gregtech:ore_spodumene_0:10, Granite Spodumene Ore
gregtech:ore_spodumene_0:11, Granite Spodumene Ore
gregtech:ore_spodumene_0:12, Marble Spodumene Ore
gregtech:ore_spodumene_0:13, Basalt Spodumene Ore
gregtech:ore_iron_0:0, Iron Ore
gregtech:ore_iron_0:1, Iron Ore
gregtech:ore_iron_0:2, Iron Ore
gregtech:ore_iron_0:3, Iron Ore
gregtech:ore_iron_0:4, Gravel Iron Ore
gregtech:ore_iron_0:5, Iron Ore
gregtech:ore_iron_0:6, Nether Iron Ore
gregtech:ore_iron_0:7, End Iron Ore
gregtech:ore_iron_0:8, Sand Iron Ore
gregtech:ore_iron_0:9, Sand Iron Ore
gregtech:ore_iron_0:10, Granite Iron Ore
gregtech:ore_iron_0:11, Granite Iron Ore
gregtech:ore_iron_0:12, Marble Iron Ore
gregtech:ore_iron_0:13, Basalt Iron Ore
gregtech:ore_lead_0:0, Lead Ore
gregtech:ore_lead_0:1, Lead Ore
gregtech:ore_lead_0:2, Lead Ore
gregtech:ore_lead_0:3, Lead Ore
gregtech:ore_lead_0:4, Gravel Lead Ore
gregtech:ore_lead_0:5, Lead Ore
gregtech:ore_lead_0:6, Nether Lead Ore
gregtech:ore_lead_0:7, End Lead Ore
gregtech:ore_lead_0:8, Sand Lead Ore
gregtech:ore_lead_0:9, Sand Lead Ore
gregtech:ore_lead_0:10, Granite Lead Ore
gregtech:ore_lead_0:11, Granite Lead Ore
gregtech:ore_lead_0:12, Marble Lead Ore
gregtech:ore_lead_0:13, Basalt Lead Ore
gregtech:ore_ruby_0:0, Ruby Ore
gregtech:ore_ruby_0:1, Ruby Ore
gregtech:ore_ruby_0:2, Ruby Ore
gregtech:ore_ruby_0:3, Ruby Ore
gregtech:ore_ruby_0:4, Gravel Ruby Ore
gregtech:ore_ruby_0:5, Ruby Ore
gregtech:ore_ruby_0:6, Nether Ruby Ore
gregtech:ore_ruby_0:7, End Ruby Ore
gregtech:ore_ruby_0:8, Sand Ruby Ore
gregtech:ore_ruby_0:9, Sand Ruby Ore
gregtech:ore_ruby_0:10, Granite Ruby Ore
gregtech:ore_ruby_0:11, Granite Ruby Ore
gregtech:ore_ruby_0:12, Marble Ruby Ore
gregtech:ore_ruby_0:13, Basalt Ruby Ore
gregtech:ore_stibnite_0:0, Stibnite Ore
gregtech:ore_stibnite_0:1, Stibnite Ore
gregtech:ore_stibnite_0:2, Stibnite Ore
gregtech:ore_stibnite_0:3, Stibnite Ore
gregtech:ore_stibnite_0:4, Gravel Stibnite Ore
gregtech:ore_stibnite_0:5, Stibnite Ore
gregtech:ore_stibnite_0:6, Nether Stibnite Ore
gregtech:ore_stibnite_0:7, End Stibnite Ore
gregtech:ore_stibnite_0:8, Sand Stibnite Ore
gregtech:ore_stibnite_0:9, Sand Stibnite Ore
gregtech:ore_stibnite_0:10, Granite Stibnite Ore
gregtech:ore_stibnite_0:11, Granite Stibnite Ore
gregtech:ore_stibnite_0:12, Marble Stibnite Ore
gregtech:ore_stibnite_0:13, Basalt Stibnite Ore
gregtech:ore_cobaltite_0:0, Cobaltite Ore
gregtech:ore_cobaltite_0:1, Cobaltite Ore
gregtech:ore_cobaltite_0:2, Cobaltite Ore
gregtech:ore_cobaltite_0:3, Cobaltite Ore
gregtech:ore_cobaltite_0:4, Gravel Cobaltite Ore
gregtech:ore_cobaltite_0:5, Cobaltite Ore
gregtech:ore_cobaltite_0:6, Nether Cobaltite Ore
gregtech:ore_cobaltite_0:7, End Cobaltite Ore
gregtech:ore_cobaltite_0:8, Sand Cobaltite Ore
gregtech:ore_cobaltite_0:9, Sand Cobaltite Ore
gregtech:ore_cobaltite_0:10, Granite Cobaltite Ore
gregtech:ore_cobaltite_0:11, Granite Cobaltite Ore
gregtech:ore_cobaltite_0:12, Marble Cobaltite Ore
gregtech:ore_cobaltite_0:13, Basalt Cobaltite Ore
gregtech:ore_certus_quartz_0:0, Certus Quartz Ore
gregtech:ore_certus_quartz_0:1, Certus Quartz Ore
gregtech:ore_certus_quartz_0:2, Certus Quartz Ore
gregtech:ore_certus_quartz_0:3, Certus Quartz Ore
gregtech:ore_certus_quartz_0:4, Gravel Certus Quartz Ore
gregtech:ore_certus_quartz_0:5, Certus Quartz Ore
gregtech:ore_certus_quartz_0:6, Nether Certus Quartz Ore
gregtech:ore_certus_quartz_0:7, End Certus Quartz Ore
gregtech:ore_certus_quartz_0:8, Sand Certus Quartz Ore
gregtech:ore_certus_quartz_0:9, Sand Certus Quartz Ore
gregtech:ore_certus_quartz_0:10, Granite Certus Quartz Ore
gregtech:ore_certus_quartz_0:11, Granite Certus Quartz Ore
gregtech:ore_certus_quartz_0:12, Marble Certus Quartz Ore
gregtech:ore_certus_quartz_0:13, Basalt Certus Quartz Ore
gregtech:ore_thorium_0:0, Thorium Ore
gregtech:ore_thorium_0:1, Thorium Ore
gregtech:ore_thorium_0:2, Thorium Ore
gregtech:ore_thorium_0:3, Thorium Ore
gregtech:ore_thorium_0:4, Gravel Thorium Ore
gregtech:ore_thorium_0:5, Thorium Ore
gregtech:ore_thorium_0:6, Nether Thorium Ore
gregtech:ore_thorium_0:7, End Thorium Ore
gregtech:ore_thorium_0:8, Sand Thorium Ore
gregtech:ore_thorium_0:9, Sand Thorium Ore
gregtech:ore_thorium_0:10, Granite Thorium Ore
gregtech:ore_thorium_0:11, Granite Thorium Ore
gregtech:ore_thorium_0:12, Marble Thorium Ore
gregtech:ore_thorium_0:13, Basalt Thorium Ore
gregtech:ore_beryllium_0:0, Beryllium Ore
gregtech:ore_beryllium_0:1, Beryllium Ore
gregtech:ore_beryllium_0:2, Beryllium Ore
gregtech:ore_beryllium_0:3, Beryllium Ore
gregtech:ore_beryllium_0:4, Gravel Beryllium Ore
gregtech:ore_beryllium_0:5, Beryllium Ore
gregtech:ore_beryllium_0:6, Nether Beryllium Ore
gregtech:ore_beryllium_0:7, End Beryllium Ore
gregtech:ore_beryllium_0:8, Sand Beryllium Ore
gregtech:ore_beryllium_0:9, Sand Beryllium Ore
gregtech:ore_beryllium_0:10, Granite Beryllium Ore
gregtech:ore_beryllium_0:11, Granite Beryllium Ore
gregtech:ore_beryllium_0:12, Marble Beryllium Ore
gregtech:ore_beryllium_0:13, Basalt Beryllium Ore
gregtech:ore_iridium_0:0, Iridium Ore
gregtech:ore_iridium_0:1, Iridium Ore
gregtech:ore_iridium_0:2, Iridium Ore
gregtech:ore_iridium_0:3, Iridium Ore
gregtech:ore_iridium_0:4, Gravel Iridium Ore
gregtech:ore_iridium_0:5, Iridium Ore
gregtech:ore_iridium_0:6, Nether Iridium Ore
gregtech:ore_iridium_0:7, End Iridium Ore
gregtech:ore_iridium_0:8, Sand Iridium Ore
